CÓDIGO,CUENTA,PICHINCHA,PRODUBANCO
149535                          ,VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,0,0
149540                          ,MICROCRÉDITO QUE NO DEVENGA INTERESES,"4,543,206","13,663"
149545                          ,DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,0,0
149550                          ,EDUCATIVO QUE NO DEVENGA INTERESES,"4,356",0
1496                            ,CARTERA REESTRUCTURADA COVID-19 VENCIDA,"2,091,202","652,345"
149605                          ,PRODUCTIVO VENCIDA,"252,085","626,916"
149620                          ,CONSUMO VENCIDA,"407,836","22,535"
149630                          ,INMOBILIARIO VENCIDA,"793,960",671
149635                          ,VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,0,0
149640                          ,MICROCRÉDITO VENCIDA,"635,080","2,222"
149645                          ,DE INVERSIÓN PÚBLICA VENCIDA,0,0
149650                          ,EDUCATIVO VENCIDA,"2,241",0
1499                            ,(PROVISIONES PARA CRÉDITOS INCOBRABLES),"-1,013,944,677","-185,372,378"
149905                          ,(CARTERA DE CRÉDITOS PRODUCTIVO),"-236,915,065","-42,285,610"
149910                          ,(CARTERA DE CRÉDITOS DE CONSUMO),"-92,303,610","-22,221,334"
149915                          ,(CARTERA DE CRÉDITOS INMOBILIARIO),"-18,943,228","-5,568,440"
149920                          ,(CARTERA DE CRÉDITOS PARA MICROCRÉDITO),"-28,599,492","-541,522"
149940                          ,(CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO),"-75,828",0
149945                          ,(CARTERA DE CRÉDITO REFINANCIADA),"-26,331,910","-3,502,796"
149950                          ,(CARTERA DE CRÉDITO REESTRUCTURADA),"-110,827,584","-48,250,785"
149955                          ,(CARTERA DE CRÉDITO EDUCATIVO),"-232,583","-24,726"
149980                          ,PROVISIÓN GÉNERICA POR TECNOLOGÍA CREDITICIA,0,0
149985                          ,PROVISIÓN ANTICÍCLICA,"-171,611,827","-4,035,097"
149987                          ,(PROVISIONES NO REVERSADAS POR REQUERIMIENTO NORMATIVO),"-48,334,346",0
149989                          ,(PROVISIÓN GENERICA VOLUNTARIA),"-279,769,203","-58,942,068"
15                              ,DEUDORES POR ACEPTACIONES,0,0
1501                            ,Dentro del plazo,0,0
1502                            ,Después del plazo,0,0
16                              ,CUENTAS POR COBRAR,"244,412,193","68,418,434"
1601                            ,INTERESES por cobrar de operaciones interbancarias,958,0
160105                          ,Interbancarios vendidos,958,0
160110                          ,Operaciones de reporto con instituciones financieras,0,0
1602                            ,INTERESES por cobrar inversiones,"7,076,811","1,200,735"
160205                          ,A valor razonable con cambios en el estado de resultados,0,0
160210                          ,Disponibles para la venta,"5,598,855","1,165,708"
160215                          ,Mantenidas hasta el vencimiento,"623,556","9,837"
160220                          ,De disponibilidad restringida,"854,400","25,190"
1603                            ,INTERESES POR COBRAR DE CARTERA DE CRÉDITOS,"98,602,867","51,335,340"
160305                          ,CARTERA DE CRÉDITOS PRODUCTIVO,"34,448,930","22,383,423"
160310                          ,CARTERA DE CRÉDITOS DE CONSUMO,"24,478,409","18,641,724"
160315                          ,CARTERA DE CRÉDITO INMOBILIARIO,"11,371,080","6,065,230"
160320                          ,CARTERA DE CRÉDITOS PARA MICROCRÉDITO,"17,521,023","577,653"
160340                          ,CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,"14,464",0
160341                          ,CARTERA DE CRÉDITO EDUCATIVO,"2,246,090","9,198"
160345                          ,CARTERA DE CRÉDITOS REFINANCIADA,"2,766,975","648,823"
160350                          ,CARTERA DE CRÉDITOS REESTRUCTURADA,"5,755,895","3,009,289"
1604                            ,Otros INTERESES por cobrar,"1,008,974",0
1605                            ,Comisiones por cobrar,0,569
160505                          ,Cartera de créditos,0,0
160510                          ,Deudores por aceptación,0,0
160515                          ,Operaciones contingentes,0,569
160590                          ,Otras,0,0
1606                            ,Rendimientos por cobrar de fideicomisos mercantiles,0,0
1611                            ,Anticipo para adquisición de acciones,"14,647,939","1,839,999"
1612                            ,Inversiones vencidas,"7,810,301","83,956"
1613                            ,Dividendos pagados por anticipado,0,0
1614                            ,Pagos por cuenta de clientes,"11,889,001","89,249"
161405                          ,INTERESES,0,0
161410                          ,Comisiones,0,0
161415                          ,Gastos por operaciones contingentes,0,"3,284"
161420                          ,Seguros,"5,912,677","3,533"
161425                          ,Impuestos,"1,349",0
161430                          ,Gastos judiciales,"3,245,631","82,433"
161490                          ,Otros,"2,729,345",0
1615                            ,INTERESES REESTRUCTURADOS POR COBRAR,"23,351,184","10,977,361"
161505                          ,INTERESES DE CARTERA DE CRÉDITOS PRODUCTIVO,"3,156,535","1,009,185"
161510                          ,INTERESES DE CARTERA DE CRÉDITOS DE CONSUMO ,"7,082,256","8,759,567"
161515                          ,INTERESES DE CARTERA DE CRÉDITOS INMOBILIARIO,"5,603,901","1,092,738"
161520                          ,INTERESES DE CARTERA DE CRÉDITOS PARA MICROCRÉDITO,"7,508,492","115,871"
161540                          ,INTERESES DE CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,0,0
161545                          ,INTERESES DE CARTERA DE CRÉDITO EDUCATIVO,0,0
1619                            ,CUENTAS POR COBRAR POR CARTERA DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENDIDA AL FIDEICOMISO DE TITULARIZACIÓN,"24,337,081",0
1620                            ,Cuentas por cobrar IFTH y/o IECE,0,0
162005                          ,De 1 a 30 días,0,0
162010                          ,De 31 a 90 días,0,0
162015                          ,De 91 a 180 días,0,0
1690                            ,Cuentas por cobrar varias,"102,826,330","15,936,375"
169005                          ,Anticipos al personal,"404,449","42,782"
169010                          ,Préstamos de fondo de reserva,0,0
169020                          ,Arrendamientos,0,0
169025                          ,Establecimientos afiliados,"41,313,400",0
169030                          ,Por venta de bienes y acciones,"20,387,442",0
169035                          ,Juicios ejecutivos en proceso,0,0
169040                          ,Emisión y renovación de tarjetas de crédito,"6,352,936","191,263"
169090                          ,Otras,"34,368,103","15,702,329"
1699                            ,(Provisión para cuentas por cobrar),"-47,139,252","-13,045,151"
169905                          ,(Provisión para INTERESES y comisiones por cobrar),"-23,353,700","-10,990,448"
169910                          ,(Provisión para otras cuentas por cobrar),"-23,785,552","-2,054,703"
17                              ,"BIENES REALIZABLES, ADJUDICADOS POR PAGO, DE ARRENDAMIENTO MERCANTIL Y NO UTILIZADOS POR LA INSTITUCIÓN","23,414,400","14,327,407"
1702                            ,Bienes adjudicados por pago,"24,944,936","10,784,064"
170205                          ,Terrenos,"6,350,801","4,211,761"
170210                          ,Edificios y otros locales,"14,530,229","2,913,716"
170215                          ,"Mobiliario, maquinaria y equipo","108,128","5,225"
170220                          ,Unidades de transporte,"389,082","390,929"
170225                          ,Derechos fiduciarios,"2,840,612","3,262,433"
170230                          ,Otros títulos valores,"726,084",0
170235                          ,Mercaderías,0,0
170240                          ,Acciones por acuerdos concordatorios,0,0
170245                          ,Participaciones por acuerdos concordatorios,0,0
170290                          ,Otros,0,0
1703                            ,Bienes por arrendar,0,0
170305                          ,Adquiridos,0,0
170310                          ,Importaciones en tránsito,0,0
1704                            ,Bienes recuperados,"316,493","24,145"
170405                          ,Inmuebles,"115,394",0
170410                          ,"Muebles, enseres y equipos de oficina","79,387",0
170415                          ,Equipos de computación,0,0
170420                          ,Unidades de transporte,0,"24,145"
170425                          ,Equipos de construcción,0,0
170430                          ,Equipo de ensilaje,0,0
170490                          ,Otros,"121,712",0
1705                            ,Bienes arrendados,"1,992,816","10,196,266"
170505                          ,Inmuebles,"4,746,587","11,286,560"
170510                          ,"Muebles, enseres y equipos de oficina","114,319",0
170515                          ,Equipos de computación,"43,508",0
170520                          ,Unidades de transporte,0,0
170590                          ,Otros,0,0
170599                          ,(Depreciación de bienes arrendados),"-2,911,597","-1,090,294"
1706                            ,Bienes no utilizados por la institución,"11,321,357","1,288,389"
170605                          ,Terrenos,"10,812,894","547,000"
170610                          ,Edificios,"2,982,541","1,816,215"
170620                          ,Remodelaciones en curso,0,0
170690                          ,Otros,0,0
170699                          ,(Depreciación de bienes no utilizados por la institución),"-2,474,078","-1,074,827"
1799                            ,"(Provisión para bienes realizables, adjudicados por pago yrecuperados)","-15,161,202","-7,965,457"
179910                          ,(Provisión para bienes adjudicados),"-14,844,709","-7,951,379"
179915                          ,(Provisión para bienes recuperados),"-316,493","-14,078"
179920                          ,(Provisión para bienes por acuerdos concordatorios),0,0
18                              ,PROPIEDADES Y EQUIPO,"215,147,197","81,060,713"
1801                            ,Terrenos,"44,171,198","4,269,350"
1802                            ,Edificios,"580,651,630","69,783,215"
1803                            ,Construcciones y remodelaciones en curso,"2,226,459",0
1805                            ,"Muebles, enseres y equipos de oficina","72,840,183","14,473,524"
1806                            ,Equipos de computación,"154,420,268","40,029,440"
1807                            ,Unidades de transporte,"342,309","1,959,433"
1890                            ,Otros,"986,444","1,053,183"
1899                            ,(Depreciación acumulada),"-640,491,296","-50,507,432"
189905                          ,(Edificios),"-483,195,953","-10,237,985"
189915                          ,"(Muebles, enseres y equipos de oficina)","-47,653,427","-8,651,674"
189920                          ,(Equipos de computación),"-109,325,703","-30,594,507"
189925                          ,(Unidades de transporte),"-283,858","-1,023,266"
189940                          ,(Otros),"-32,355",0
19                              ,OTROS ACTIVOS,"871,003,014","208,249,131"
1901                            ,Inversiones en acciones y participaciones,"413,371,137","13,092,218"
190105                          ,En subsidiarias y afiliadas,"395,074,407","7,143,737"
190110                          ,En otras instituciones financieras,"16,571,296","5,119,536"
190115                          ,En compañías,"88,669",0
190120                          ,En compañías de servicios auxiliares del sistema financiero,"1,636,765","828,945"
1902                            ,Derechos fiduciarios,"311,579,944","119,091,453"
190205                          ,Inversiones,"69,297","91,362"
190210                          ,Cartera de créditos por vencer,0,"135,227"
190215                          ,Cartera de créditos refinanciada por vencer,0,0
190220                          ,Cartera de créditos reestructurada por vencer,0,0
190221                          ,Cartera de créditos que no devenga INTERESES,0,0
190225                          ,Cartera de créditos refinanciada que no devenga INTERESES,0,0
190226                          ,Cartera de créditos reestructurada que no devenga INTERESES,0,0
190230                          ,Cartera de créditos vencida,0,0
190231                          ,Cartera de créditos refinanciada vencida,0,0
190235                          ,Cartera de créditos reestructurada vencida,0,0
190240                          ,Deudores por aceptación,0,0
190245                          ,Cuentas por cobrar,0,"2,564,473"
190255                          ,Bienes adjudicados por pago,0,0
190260                          ,Bienes recuperados,0,0
190265                          ,Bienes no utilizados por la institución,0,0
190270                          ,Propiedades y equipo,"37,192,855","30,969,271"
190275                          ,Otros activos,"15,000","1,000"
190280                          ,Inversiones en acciones y participaciones,"77,518,509",0
190285                          ,Fondos disponibles,"1,000","727,339"
190286                          ,Fondos de liquidez,"196,783,283","84,602,781"
1904                            ,Gastos y pagos anticipados,"54,554,101","15,693,603"
190405                          ,INTERESES,"2,767,547","57,361"
190410                          ,Anticipos a terceros,"29,053,020","534,956"
190490                          ,Otros,"45,130,630","23,130,524"
190499                          ,(Amortización de gastos anticipados),"-22,397,095","-8,029,239"
1905                            ,Gastos diferidos,"35,876,683","54,015,381"
190505                          ,Gastos de constitución y organización,0,"1,987"
190510                          ,Gastos de instalación,0,0
190515                          ,Estudios,"58,202,084","8,400"
190520                          ,Programas de computación,"4,838,954","36,757,354"
190525                          ,Gastos de adecuación,"5,050,024","32,855,123"
190530                          ,Plusvalía mercantil,"1,484,499","17,251,541"
190590                          ,Otros,0,"2,014,389"
190599                          ,(Amortización acumulada gastos diferidos),"-33,698,878","-34,873,412"
1906                            ,"Materiales, mercaderías e insumos",0,"702,316"
190615                          ,Proveeduría,0,"702,316"
1908                            ,Transferencias internas,0,0
1909                            ,Derechos Fiduciarios recibidos por resolución bancaria,0,0
190905                          ,De activos de instituciones financieras inviables,0,0
190910                          ,De recursos provenientes de la COSEDE,0,0
1910                            ,Divisas,0,0
1990                            ,Otros,"103,781,602","6,142,958"
199005                          ,Impuesto al valor agregado IVA,"2,443,274","1,997,888"
199010                          ,Otros impuestos,"25,413,042",0
199015                          ,Depósitos en garantía y para importaciones,"621,193","699,546"
199025                          ,Faltantes de caja,"300,690",245
199030                          ,Derechos de cobro por liquidar,"46,962,466",0
199090                          ,Varias,"28,040,937","3,445,278"
1999                            ,(Provisión para otros activos irrecuperables),"-48,160,453","-488,797"
199905                          ,(Provisión para valuación de inversiones en acciones y participaciones),"-17,590,780","-75,289"
199910                          ,(Provisión para valuación de derechos fiduciarios),"-13,166","-27,713"
199990                          ,(Provisión para otros activos),"-30,556,507","-385,795"
2                               ,PASIVOS,"12,493,845,221","5,815,384,205"
21                              ,OBLIGACIONES CON EL PÚBLICO,"11,285,629,116","4,875,905,822"
2101                            ,Depósitos a la vista,"7,609,674,083","3,015,988,019"
210105                          ,Depósitos monetarios que generan INTERESES,"589,701,091","9,547,734"
210110                          ,Depósitos monetarios que no generan INTERESES,"2,808,994,791","1,608,519,856"
210115                          ,Depósitos monetarios de instituciones financieras,"144,666,354","108,694,409"
210120                          ,EJECUCIÓN PRESUPUESTARIA,0,0
210125                          ,Depósitos de otras instituciones para encaje,0,0
210130                          ,Cheques certificados,"23,537,244","15,326,967"
210131                          ,Cheques de emergencia,"6,719,455","9,427,109"
210135                          ,Depósitos de ahorro,"3,947,177,290","1,208,602,210"
210140                          ,Otros depósitos,"16,292,933","18,007,937"
210145                          ,Fondos de tarjetahabientes,"5,074,414","5,402,133"
210150                          ,Depósitos por confirmar,"59,368,776","32,457,967"
210155                          ,Depósitos de cuenta básica,"8,141,737","1,698"
2102                            ,Operaciones de reporto,0,0
210205                          ,Operaciones de reporto financiero,0,0
210210                          ,Operaciones de reporto por confirmar,0,0
210215                          ,Operaciones de reporto bursátil,0,0
2103                            ,Depósitos a plazo,"3,243,906,743","1,722,399,730"
210305                          ,De 1 a 30 días,"710,311,362","352,121,766"
210310                          ,De 31 a 90 días,"937,809,755","528,228,434"
210315                          ,De 91 a 180 días,"822,345,768","446,473,898"
210320                          ,De 181 A 360 días,"691,460,125","362,728,386"
210325                          ,De más De 361 días,"81,979,734","32,627,246"
210330                          ,Depósitos por confirmar,0,"220,000"
2104                            ,Depósitos de garantía,"315,441",0
2105                            ,Depósitos restringidos,"431,732,848","137,518,073"
22                              ,OPERACIONES INTERBANCARIAS,0,0
2201                            ,Fondos interbancarios comprados,0,0
220105                          ,Bancos,0,0
220110                          ,Otras instituciones del sistema financiero,0,0
2202                            ,Operaciones de reporto con instituciones financieras,0,0
220205                          ,Instituciones financieras públicas,0,0
220210                          ,Bancos,0,0
220215                          ,Otras instituciones del sistema financiero,0,0
2203                            ,Operaciones por confirmar,0,0
23                              ,OBLIGACIONES INMEDIATAS,"83,555,779","39,602,470"
2301                            ,Cheques de gerencia,"1,776,789","1,853,230"
2302                            ,"Giros, transferencias y cobranzas por pagar","55,929,803","26,175,373"
230205                          ,Giros y transferencias,"55,929,803","24,475,727"
230210                          ,Cobranzas,0,"1,699,646"
2303                            ,Recaudaciones para el sector público,"25,849,187","11,573,867"
2304                            ,Valores en circulación y cupones por pagar,0,0
230405                          ,Bonos,0,0
230410                          ,Obligaciones,0,0
230415                          ,Otros títulos valores,0,0
24                              ,ACEPTACIONES EN CIRCULACIÓN,0,0
2401                            ,Dentro del plazo,0,0
2402                            ,Después del plazo,0,0
25                              ,CUENTAS POR PAGAR,"388,180,281","188,949,021"
2501                            ,INTERESES por pagar,"67,500,690","35,712,996"
250105                          ,Depósitos a la vista,"3,954,692","303,785"
250110                          ,Operaciones de reporto,"3,378",0
250115                          ,Depósitos a plazo,"56,777,311","27,587,100"
250120                          ,Depósitos en garantía,0,0
250125                          ,Fondos interbancarios comprados,0,0
250130                          ,Operaciones de reporto con instituciones financieras,0,0
250135                          ,Obligaciones financieras,"5,448,554","7,092,610"
250140                          ,Bonos,0,"184,838"
250145                          ,Obligaciones,"1,316,617",0
250150                          ,Otros títulos valores,0,0
250190                          ,Otros,139,"544,662"
2502                            ,Comisiones por pagar,0,0
2503                            ,Obligaciones patronales,"53,920,146","40,637,896"
250305                          ,Remuneraciones,0,0
250310                          ,Beneficios Sociales,"2,494,968","23,262,613"
250315                          ,Aportes al IESS,"2,075,103",0
250320                          ,Fondo de reserva IESS,"79,087",0
250325                          ,Participación a empleados,"6,515,454","17,375,283"
250330                          ,"Gastos de responsabilidad, residencia y representación",0,0
250390                          ,Otras,"42,755,535",0
2504                            ,Retenciones,"38,178,292","30,744,190"
250405                          ,Retenciones fiscales,"36,791,079","26,763,839"
250490                          ,Otras retenciones,"1,387,213","3,980,351"
2505                            ,"Contribuciones, impuestos y multas","14,999,742","15,772,753"
250505                          ,Impuesto a la renta,"9,424,987","15,717,337"
250510                          ,Multas,0,0
250590                          ,Otras contribuciones e impuestos,"5,574,754","55,416"
2506                            ,Proveedores,"10,642,189",0
2507                            ,Obligaciones por compra de cartera,0,781
2508                            ,Garantías crediticias subrogadas pendientes de recuperación,0,0
250805                          ,Créditos comerciales,0,0
250810                          ,Créditos PARA MICROCRÉDITO,0,0
250815                          ,Contingentes,0,0
2510                            ,Cuentas por pagar a establecimientos afiliados,"7,058,886","20,137,078"
2511                            ,Provisiones para aceptaciones bancarias y operaciones contingentes,"44,646,453","3,959,744"
2590                            ,Cuentas por pagar varias,"151,233,883","41,983,583"
259005                          ,Dividendos por pagar,"31,947,392","8,365,189"
259015                          ,Cheques girados no cobrados,"241,133","163,626"
259090                          ,Otras cuentas por pagar,"119,045,358","33,454,768"
26                              ,OBLIGACIONES FINANCIERAS,"216,250,000","500,866,744"
2601                            ,Sobregiros,0,"538,004"
2602                            ,Obligaciones con instituciones financieras del país,0,0
260205                          ,De 1 a 30 días,0,0
260210                          ,De 31 a 90 días,0,0
260215                          ,De 91 a 180 días,0,0
260220                          ,De 181 A 360 días,0,0
260225                          ,De más De 360 días,0,0
2603                            ,Obligaciones con instituciones financieras del exterior,"216,250,000","322,282,051"
260305                          ,De 1 a 30 días,0,"2,461,538"
260310                          ,De 31 a 90 días,"10,416,667","13,944,444"
260315                          ,De 91 a 180 días,"10,416,667","7,000,000"
260320                          ,De 181 A 360 días,"30,833,333","35,833,983"
260325                          ,De más De 360 días,"164,583,333","263,042,086"
2604                            ,Obligaciones con entidades del grupo financiero en el país,0,0
260405                          ,De 1 a 30 días,0,0
260410                          ,De 31 a 90 días,0,0
260415                          ,De 91 a 180 días,0,0
260420                          ,De 181 A 360 días,0,0
260425                          ,De más De 360 días,0,0
2605                            ,Obligaciones con entidades del grupo financiero en el exterior,0,0
260505                          ,De 1 a 30 días,0,0
260510                          ,De 31 a 90 días,0,0
260515                          ,De 91 a 180 días,0,0
260520                          ,De 181 A 360 días,0,0
260525                          ,De más De 360 días,0,0
2606                            ,Obligaciones con entidades financieras del sector público,0,"102,399"
260605                          ,De 1 a 30 días,0,"8,501"
260610                          ,De 31 a 90 días,0,"18,913"
260615                          ,De 91 a 180 días,0,"14,456"
260620                          ,De 181 A 360 días,0,"25,999"
260625                          ,De más De 360 días,0,"34,531"
2607                            ,Obligaciones con organismos multilaterales,0,"164,375,000"
260705                          ,De 1 a 30 días,0,0
260710                          ,De 31 a 90 días,0,"11,875,000"
260715                          ,De 91 a 180 días,0,"1,875,000"
260720                          ,De 181 A 360 días,0,"128,750,000"
260725                          ,De más De 360 días,0,"21,875,000"
2608                            ,Préstamo subordinado,0,0
260805                          ,De 1 a 30 días,0,0
260810                          ,De 31 a 90 días,0,0
260815                          ,De 91 a 180 días,0,0
260820                          ,De 181 A 360 días,0,0
260825                          ,De más De 360 días,0,0
2609                            ,Obligaciones con entidades del sector público,0,0
260905                          ,De 1 a 30 días,0,0
260910                          ,De 31 a 90 días,0,0
260915                          ,De 91 a 180 días,0,0
260920                          ,De 181 A 360 días,0,0
260925                          ,De más De 360 días,0,0
2610                            ,Obligaciones con el fondo de liquidez del sistema financiero ecuatoriano,0,0
261005                          ,Por crédito automático,0,0
261010                          ,Por necesidades extraordinarias de liquidez,0,0
261090                          ,POR OTROS CREDITOS DEL FONDO DE LIQUIDEZ,0,0
2690                            ,Otras obligaciones,0,"13,569,290"
269005                          ,De 1 a 30 días,0,0
269010                          ,De 31 a 90 días,0,0
269015                          ,De 91 a 180 días,0,0
269020                          ,De 181 A 360 días,0,0
269025                          ,De más De 360 días,0,"13,569,290"
27                              ,VALORES EN CIRCULACIÓN,"212,500,000","50,000,000"
2701                            ,Bonos,0,"50,000,000"
270115                          ,Bonos emitidos por instituciones financieras privadas,0,"50,000,000"
2702                            ,Obligaciones,"212,500,000",0
270205                          ,Emitidas por instituciones financieras privadas,"212,500,000",0
2703                            ,Otros títulos valores,0,0
270305                          ,Cédulas hipotecarias,0,0
270310                          ,Certificados de arrendamiento financiero,0,0
270315                          ,Bonos de prenda,0,0
270390                          ,Otros títulos valores,0,0
2790                            ,Prima o descuento en colocación de valores en circulación,0,0
28                              ,OBLIGACIONES CONVERTIBLES EN ACCIONES Y APORTES PARA FUTURA CAPITALIZACIÓN,"238,750,000","138,500,000"
2801                            ,Obligaciones convertibles en acciones,0,0
280105                          ,Obligaciones convertibles en acciones,0,0
280110                          ,Prima y descuento en colocación de obligaciones,0,0
2802                            ,Aportes para futura capitalización,0,0
2803                            ,Deuda subordinada a plazo,"238,750,000","138,500,000"
280305                          ,Contratos de deuda subordinada a plazo,"238,750,000","138,500,000"
280310                          ,Instrumentos representativos de deuda subordinada,0,0
29                              ,OTROS PASIVOS,"68,980,045","21,560,148"
2901                            ,Ingresos recibidos por anticipado,"2,618,874","36,424"
290105                          ,INTERESES recibidos por anticipado,0,0
290115                          ,Rentas recibidas por anticipado,"516,669",0
290120                          ,Afiliaciones y renovaciones,0,0
290190                          ,Otros,"2,102,204","36,424"
2902                            ,Consignación para pago de obligaciones,0,0
2904                            ,Fondo de reserva empleados,0,"18,070"
2908                            ,Transferencias internas,0,0
2910                            ,Posición,0,0
2912                            ,Minusvalía mercantil (Badwill),0,0
2990                            ,Otros,"66,361,171","21,505,655"
299005                          ,Sobrantes de caja,"4,774,233","15,973"
299015                          ,Operaciones por liquidar proceso de cámara,"4,989,161",0
299090                          ,Varios,"56,597,777","21,489,682"
3                               ,PATRIMONIO,"1,307,280,212","482,957,784"
31                              ,CAPITAL SOCIAL,"919,241,600","394,760,000"
3101                            ,Capital pagado,"919,241,600","394,760,000"
3102                            ,(Acciones en tesorería),0,0
32                              ,PRIMA O DESCUENTO EN COLOCACIÓN DE ACCIONES Y CERTIFICADOS,0,"1,104,774"
3201                            ,Prima EN COLOCACIÓN de acciones y certificados de aportación,0,"1,104,774"
3202                            ,(Descuento en colocación de acciones),0,0
33                              ,RESERVAS,"284,176,967","91,529,105"
3301                            ,Legales,"145,100,644","62,680,189"
3303                            ,Especiales,"108,190,099","28,848,916"
330305                          ,A disposición de la Junta General de Accionistas,0,0
330310                          ,Para futuras capitalizaciones,"108,190,099","28,848,916"
330390                          ,Otras,0,0
3304                            ,Reserva para readquisición de acciones propias,0,0
3305                            ,Revalorización del patrimonio,"30,886,224",0
3310                            ,Por resultados no operativos,0,0
34                              ,OTROS APORTES PATRIMONIALES,0,0
3402                            ,Donaciones,0,0
340205                          ,En efectivo,0,0
340210                          ,En bienes,0,0
3490                            ,Otros,0,0
35                              ,SUPERÁVIT POR VALUACIONES,"82,773,614","-4,787,290"
3501                            ,"Superávit por valuación de propiedades, equipo y otros","100,610,154","14,754,038"
3502                            ,Superávit por valuación de inversiones en acciones,"-453,792","1,084,993"
3503                            ,Valuación inversión neta en un negocio en el extranjero,0,0
3504                            ,Valuación de inversiones en instrumentos financieros,"-17,382,748","-20,626,321"
36                              ,RESULTADOS,"21,088,032","351,195"
3601                            ,Utilidades o excedentes acumulados,"21,088,032","351,195"
3602                            ,(Pérdidas acumuladas),0,0
3603                            ,Utilidad o excedente del ejercicio,0,0
3604                            ,(Pérdida del ejercicio),0,0
37                              ,(DESVALORIZACIÓN DEL PATRIMONIO),0,0
4                               ,GASTOS,"364,339,220","131,030,251"
41                              ,INTERESES CAUSADOS,"56,347,058","29,175,337"
4101                            ,Obligaciones con el público,"48,395,379","21,401,191"
410105                          ,Depósitos monetarios,"2,459,471","442,723"
410110                          ,Depósitos monetarios de instituciones financieras,0,"63,790"
410115                          ,Depósitos de ahorro,"4,647,679","1,003,464"
410120                          ,Fondos de tarjetahabientes,"11,279",488
410125                          ,Operaciones de reporto,0,0
410130                          ,Depósitos a plazo,"41,274,708","19,890,182"
410135                          ,Depósitos de garantía,0,0
410140                          ,Depósitos de cuenta básica,0,0
410190                          ,Otros,"2,242",544
4102                            ,Operaciones interbancarias,0,0
410205                          ,Fondos interbancarios comprados,0,0
410210                          ,Operaciones de reporto con instituciones financieras,0,0
4103                            ,Obligaciones financieras,"6,772,636","7,589,308"
410305                          ,Sobregiros,0,11
410310                          ,Obligaciones con instituciones financieras del país,0,0
410315                          ,Obligaciones con instituciones financieras del exterior,"5,638,142","3,393,865"
410320                          ,Obligaciones con entidades del grupo financiero en el país,0,0
410325                          ,Obligaciones con entidades del grupo financiero en el exterior,0,0
410330                          ,Obligaciones con entidades financieras del sector público,0,"2,534"
410335                          ,Obligaciones con organismos multilaterales,"1,134,494","1,525,731"
410340                          ,Préstamo subordinado,0,"2,511,472"
410345                          ,Obligaciones con entidades del sector público,0,0
410350                          ,Otras obligaciones,0,"155,694"
4104                            ,Valores en circulación y obligaciones convertibles en acciones,"1,177,088","184,838"
410405                          ,Bonos,0,"184,838"
410410                          ,Obligaciones,"1,177,088",0
410415                          ,Otros títulos valores,0,0
410420                          ,Obligaciones convertibles en acciones,0,0
4105                            ,Otros INTERESES,"1,955",0
410590                          ,Otros,"1,955",0
42                              ,COMISIONES CAUSADAS,"924,875","571,400"
4201                            ,Obligaciones financieras,"10,418","248,242"
4202                            ,Operaciones contingentes,"46,256","75,231"
4203                            ,Cobranzas,"37,331",0
4204                            ,Por operaciones de permuta financiera,0,0
4205                            ,Servicios fiduciarios,"3,750",0
4290                            ,Varias,"827,120","247,927"
43                              ,PÉRDIDAS FINANCIERAS,"5,996,874","287,101"
4301                            ,Pérdida en cambio,"70,464",0
4302                            ,En valuación de inversiones,"5,667,542","139,613"
4303                            ,En venta de activos productivos,0,167
430305                          ,En venta de inversiones,0,167
430310                          ,En venta de cartera de créditos,0,0
430390                          ,Otras,0,0
4304                            ,Pérdidas por fideicomiso mercantil,0,"144,700"
4305                            ,Prima de inversiones en títulos valores,0,45
4306                            ,Primas en cartera comprada,"258,869","2,576"
44                              ,PROVISIONES,"97,093,239","20,987,622"
4401                            ,Inversiones,0,0
4402                            ,CARTERA DE CRÉDITOS,"86,199,556","17,425,630"
440210                          ,CRÉDITO PRODUCTIVO,"25,586,049","4,288,320"
440220                          ,CRÉDITO DE CONSUMO ,"27,288,726","12,545,741"
440230                          ,CRÉDITO INMOBILIARIO,"5,951,162","400,387"
440235                          ,CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,0,0
440240                          ,MICROCRÉDITO,"27,289,955","186,469"
440245                          ,CRÉDITO EDUCATIVO,"83,664","4,713"
4403                            ,Cuentas por cobrar,"6,740,116","3,003,430"
4404                            ,"Bienes realizables, adjudicados por pago y de arrendamiento mercantil",0,"45,192"
4405                            ,Otros activos,"4,153,567","140,000"
4406                            ,Operaciones contingentes,0,"373,370"
4407                            ,Operaciones interbancarias y de reporto,0,0
45                              ,GASTOS DE OPERACIÓN,"165,527,073","62,618,171"
4501                            ,Gastos de personal,"36,716,362","16,203,856"
450105                          ,Remuneraciones mensuales,"23,407,680","10,396,183"
450110                          ,Beneficios sociales,"4,730,144","1,111,990"
450115                          ,"Gastos de representación, residencia y responsabilidad","14,358",0
